,datetime,open,high,low,close,rsi_value,rsi_over_80,rsi_under_20,stochRsi_value,stochRsi_K_value,stochRsi_D_value,stochRsi_over_80,stochRsi_under_20,stochRsi_K_cross_D_bearish,stochRsi_K_cross_D_bullish,stoch_K_value,stoch_D_value,stoch_over_80,stoch_under_20,stoch_K_cross_D_bearish,stoch_K_cross_D_bullish,sma_9_value,price_over_sma_9,price_under_sma_9
10,2022-12-27 13:00:00,16807.9707,16833.2207,16800.51953,16828.08984,79.9986517694703,0,0,0.0,0.0,0.0,0,1,0,0,97.43727278026175,93.56054144882911,1,0,0,0,16790.423175555552,1,0
11,2022-12-27 12:30:00,16821.71094,16833.44922,16804.0,16809.09961,72.13560395022479,0,0,0.0,0.0,0.0,0,1,0,0,87.85188744032288,92.3973939229656,1,0,1,0,16797.663193333334,1,0
12,2022-12-27 12:00:00,16830.50977,16832.56055,16816.53906,16820.69922,73.82778407575852,0,0,0.0,0.0,0.0,0,1,0,0,93.63897675831772,92.97604565963412,1,0,0,1,16803.615233333334,1,0
13,2022-12-27 11:30:00,16828.80078,16835.41992,16818.21094,16831.10938,75.27877798919707,0,0,0.1128025180720769,0.0,0.0,0,1,0,0,97.87039335725082,93.12041918529714,1,0,0,0,16810.217447777777,1,0
14,2022-12-27 11:00:00,16854.88086,16856.31055,16807.5293,16829.26953,74.49273067785592,0,0,0.08459278009903759,0.0,0.0,0,1,0,0,87.89031547494048,93.13322853016969,1,0,1,0,16814.380642222226,1,0
15,2022-12-27 10:30:00,16854.57031,16856.35938,16843.66992,16855.68945,78.03893171742803,0,0,0.21185916811754693,0.1364181554295538,0.0,0,0,0,1,99.44660684990573,95.06910522736568,1,0,0,1,16818.758463333335,1,0
16,2022-12-27 10:00:00,16874.03906,16875.56055,16848.61914,16853.92969,77.26836941345293,0,0,0.18420515750850258,0.1602190352416957,0.0,0,1,0,0,83.83589278519311,90.3909383700131,1,0,1,0,16828.148437777778,1,0
17,2022-12-27 09:30:00,16854.59961,16874.60938,16853.91992,16874.43945,79.774930465545,0,0,0.2741608503437072,0.22340839198991888,0.1733485275537228,0,0,0,0,99.16223485342385,94.14824482950758,1,0,0,1,16835.14171,1,0
18,2022-12-27 09:00:00,16848.69922,16858.61914,16837.58984,16854.66016,71.5778169520371,0,0,0.0,0.15278866928406992,0.17880536550522816,0,1,1,0,84.3817515904916,89.12662640970287,1,0,1,0,16839.665147777778,1,0
19,2022-12-27 08:30:00,16867.64062,16869.06055,16848.07031,16848.84961,69.32424770103943,0,0,0.0,0.09138695011456906,0.1558613371295193,0,1,0,0,80.03969800700116,87.86122815030554,1,0,0,0,16841.97178888889,1,0
20,2022-12-27 08:00:00,16867.78906,16869.41016,16846.55078,16867.10938,72.27803497074012,0,0,0.2767168312876975,0.09223894376256582,0.11213818772040159,0,0,0,0,93.59323800380754,86.00489586710012,1,0,0,1,16848.417318888893,1,0
21,2022-12-27 07:30:00,16878.75977,16880.5,16851.73047,16866.66992,72.0980996006123,0,0,0.2598601178848412,0.1788589830575129,0.12082829231154928,0,0,0,1,82.70817863410909,85.44703821497261,1,0,1,0,16853.525174444443,1,0
22,2022-12-27 07:00:00,16882.63086,16885.01953,16869.91016,16878.35938,73.95542205781328,0,0,0.43385788350193416,0.3234782775581576,0.19819206812607879,0,0,0,0,92.11816568047372,89.47319410613012,1,0,0,1,16858.775174444447,1,0
23,2022-12-27 06:30:00,16861.61914,16886.91992,16861.61914,16881.80078,74.49372402721522,0,0,0.48428711270770775,0.39266837136482774,0.2983352106601661,0,0,0,0,94.07509618880314,89.63381350112866,1,0,0,0,16864.61198,1,0
24,2022-12-27 06:00:00,16867.15039,16870.58008,16856.81055,16866.92969,67.95734292531453,0,0,0.0,0.30604833206988064,0.34073166033095537,0,1,1,0,75.89212580041158,87.36179588989614,1,0,1,0,16865.860895555557,1,0
25,2022-12-27 05:30:00,16874.98047,16881.85938,16866.53906,16867.2793,68.02836743119316,0,0,0.0060100680986570065,0.16343239360212158,0.28738303234560997,0,1,0,0,75.26078017780758,81.74266738900742,1,0,0,0,16867.344185555557,0,1
26,2022-12-27 05:00:00,16887.5293,16891.28906,16873.9707,16874.86914,69.60356767228419,0,0,0.13930294498478887,0.04843767102781529,0.17263946556660584,0,1,0,0,80.39640992285543,77.1831053003582,1,0,0,1,16867.39192888889,1,0
27,2022-12-27 04:30:00,16867.36914,16889.58984,16865.57031,16888.59961,72.26567758500161,0,0,0.3645697266908553,0.1699609132581004,0.12727699262934578,0,0,0,1,96.78909060866697,84.14876023644332,1,0,0,0,16871.16297888889,1,0
28,2022-12-27 04:00:00,16867.46094,16875.58008,16863.0293,16869.15039,63.74886145833862,0,0,0.0,0.16795755722521474,0.12878538050371016,0,1,0,0,58.77282761276449,78.65277604809563,1,0,1,0,16873.418621111112,0,1
29,2022-12-27 03:30:00,16866.69922,16874.68945,16856.83984,16865.16016,62.1310267560962,0,0,0.0,0.1215232422302851,0.1531472375712001,0,1,1,0,51.34212377758861,68.96801399967336,1,0,0,0,16873.20204111111,0,1
30,2022-12-27 03:00:00,16877.49023,16879.92969,16854.5293,16865.38086,62.18818492746795,0,0,0.0032395422415020156,0.0010798474138340051,0.09685354895644464,0,1,0,0,51.753116711939754,53.95602270076429,1,0,0,0,16873.058812222225,0,1
31,2022-12-27 02:30:00,16883.05078,16887.00977,16868.30078,16878.06055,65.41771591671525,0,0,0.265855346009096,0.08969829608353268,0.07076712857588395,0,0,0,1,75.36554534683899,59.486928612122455,1,0,0,1,16873.02560888889,1,0
32,2022-12-27 02:00:00,16862.59961,16887.86914,16862.59961,16884.41016,66.94047647619588,0,0,0.38902915881756867,0.21937468235605553,0.1033842752844741,0,0,0,0,84.6241294926849,70.58093051715456,1,0,0,0,16873.31554,1,0
33,2022-12-27 01:30:00,16867.32031,16867.44922,16851.68945,16863.00977,57.71615084780174,0,0,0.0,0.21829483494222157,0.17578927112726994,0,1,0,0,36.78950107156556,65.59305863702981,1,0,1,0,16872.879993333332,0,1
34,2022-12-27 01:00:00,16865.38086,16887.08008,16854.23047,16864.34961,58.10539301465689,0,0,0.02320014716626348,0.13740976866127738,0.19169309531985154,0,1,1,0,31.970415870257952,51.12801547816948,1,0,0,0,16872.554472222222,0,1
35,2022-12-27 00:30:00,16904.35938,16911.64062,16841.60938,16867.42969,59.038885596983015,0,0,0.07883945640030361,0.034013201188855695,0.12990593493078492,0,1,0,0,36.869702721243264,35.209873221022264,1,0,0,1,16871.727866666668,0,1
36,2022-12-27 00:00:00,16917.19922,16963.83984,16898.16016,16901.31055,67.59290085587713,0,0,0.5886876428704493,0.23024241547900545,0.13388846177637953,0,0,0,1,48.84311979190555,39.22774612780226,1,0,0,0,16873.140193333333,1,0
37,2022-12-26 23:30:00,16852.25977,16935.59961,16846.92969,16917.19922,70.68469439805315,0,0,0.8913378273049776,0.5196216421919101,0.2612924196199238,1,0,0,0,61.842064572118616,49.18496236175582,1,0,0,0,16878.478952222224,1,0
38,2022-12-26 23:00:00,16835.78906,16857.92969,16821.14062,16853.11914,49.97602409537732,0,0,0.0,0.49334182339180893,0.4144019603542415,0,1,0,0,22.409737067939172,44.36497381065445,1,0,1,0,16877.14106111111,0,1
39,2022-12-26 22:30:00,16838.39062,16841.80078,16832.33984,16835.41992,45.96996995155683,0,0,0.0,0.2971126091016592,0.4366920248951261,0,1,1,0,10.006571864935031,31.419457834997612,1,0,0,0,16873.812067777777,0,1
40,2022-12-26 22:00:00,16832.07031,16844.99023,16828.78906,16838.2207,46.6980973553363,0,0,0.02768997183606458,0.009229990612021526,0.2665614743684966,0,1,0,0,11.969287568637792,14.795198833837338,1,0,0,0,16869.385417777776,0,1
41,2022-12-26 21:30:00,16841.84961,16844.14062,16827.35938,16831.46094,45.117735899644856,0,0,0.0,0.009229990612021526,0.1051908634419008,0,1,0,0,7.232218928738627,9.736026120770488,1,0,0,0,16863.50217111111,0,1
42,2022-12-26 21:00:00,16836.9707,16847.63086,16835.25977,16843.93945,48.57735131120988,0,0,0.13531587700509654,0.054335282947053705,0.02426508805703229,0,1,0,1,15.976842760600237,11.726116419325557,1,0,0,1,16861.383246666668,0,1
43,2022-12-26 20:30:00,16839.98047,16841.51953,16831.67969,16840.56055,47.70051968643746,0,0,0.10102037702112271,0.07877875134207309,0.047448008300382816,0,1,0,0,13.60899519983341,12.272685629724094,1,0,0,0,16858.740017777778,0,1
44,2022-12-26 20:00:00,16840.56055,16845.7207,16837.26953,16840.33984,47.64002938481709,0,0,0.0986544209131979,0.11166355831313905,0.08159253086742198,0,1,0,0,13.45432722057061,14.346721727001423,1,0,1,0,16855.730034444445,0,1
45,2022-12-26 19:30:00,16839.94922,16851.25,16836.23047,16839.82031,47.48737331023414,0,0,0.09268358654146558,0.09745279482526208,0.09596503482682478,0,1,0,0,13.090253751912977,13.384525390772339,1,0,0,0,16848.897785555557,0,1
46,2022-12-26 19:00:00,16814.08984,16855.7207,16812.25,16840.23047,47.6300495287298,0,0,0.0982640789768306,0.09653402881049804,0.10188346064963309,0,1,1,0,18.458011434010686,15.000864135498096,1,0,0,1,16840.34570222222,0,1
47,2022-12-26 18:30:00,16822.66992,16823.90039,16811.74023,16814.08984,40.14395315054373,0,0,0.0,0.06364922183943206,0.08587868182506408,0,1,0,0,1.544783711148966,11.031016299024214,1,0,1,0,16836.009113333334,0,1
48,2022-12-26 18:00:00,16835.64062,16840.89062,16815.73047,16823.90039,43.719127233127324,0,0,0.11706245285959281,0.07177551061214114,0.0773195870873571,0,1,0,0,7.9948659960399375,9.332553713733201,1,0,0,0,16834.729165555556,0,1
49,2022-12-26 17:30:00,16827.61914,16841.4707,16827.61914,16834.56055,47.39587640308954,0,0,0.23745079380276002,0.11817108222078428,0.0845319382241192,0,0,0,1,15.003536169487043,8.181061958891988,1,0,0,1,16834.322482222222,1,0
50,2022-12-26 17:00:00,16840.08008,16840.08008,16825.35938,16829.08008,45.741433751062985,0,0,0.18327913376941124,0.17926412681058804,0.1230702398811712,0,1,0,0,13.999626027516092,12.332676064347694,1,0,0,0,16834.05794222222,0,1
51,2022-12-26 16:30:00,16827.94922,16840.44922,16826.69922,16837.84961,48.82004101508128,0,0,0.8824273048087119,0.434385744126961,0.24394031771944447,1,0,0,0,56.52670544319178,28.50995588006498,1,0,0,0,16833.38129333333,1,0
52,2022-12-26 16:00:00,16806.10938,16830.85938,16796.84961,16826.75977,45.318231073908365,0,0,0.5963837623768039,0.5540300669849757,0.3892266459741749,0,0,0,0,50.80619366823201,40.4441750463133,1,0,0,0,16831.847873333332,0,1
53,2022-12-26 15:30:00,16814.58008,16814.86914,16796.33984,16806.86914,39.80350784700698,0,0,0.0,0.49293702239517195,0.4937842778357029,0,1,1,0,17.731807858623352,41.68823565668239,1,0,1,0,16828.128906666665,0,1
54,2022-12-26 15:00:00,16830.42969,16836.2207,16808.66992,16814.86914,42.81748631604408,0,0,0.33427243185983957,0.3102187314122145,0.45239527359745413,0,0,0,0,31.20416241866147,33.247387981838955,1,0,0,0,16825.356554444446,0,1
55,2022-12-26 14:30:00,16838.25,16840.99023,16825.60938,16830.66992,48.321185933144456,0,0,0.9446732937551687,0.4263152418716694,0.409823665226352,1,0,0,1,57.8133762293087,35.58311550219785,1,0,0,1,16824.29427111111,1,0
56,2022-12-26 14:00:00,16836.9707,16841.96094,16832.98047,16837.93945,50.67344295455219,0,0,1.0,0.7596485752050027,0.4987275161629623,1,0,0,0,70.05558693491528,53.02437519429517,1,0,0,0,16826.944227777778,1,0
57,2022-12-26 13:30:00,16849.43945,16852.33008,16831.10938,16837.00977,50.357760473702406,0,0,0.970958200051198,0.9718771646021223,0.7192803272262648,1,0,0,0,68.4899646114914,65.45297592523848,1,0,0,0,16828.400825555556,1,0
58,2022-12-26 13:00:00,16854.41016,16856.58984,16834.09961,16846.13086,53.423497358743866,0,0,1.0,0.9903194000170661,0.9072817132747305,1,0,0,0,82.64069709543664,73.72874954728111,1,0,0,0,16829.686415555556,1,0
59,2022-12-26 12:30:00,16857.69922,16862.86914,16852.88086,16854.34961,56.0569037203584,0,0,1.0,0.9903194000170661,0.9841719882120848,1,0,0,0,87.1943188940843,79.44166020033745,1,0,0,0,16832.49414111111,1,0
60,2022-12-26 12:00:00,16859.34961,16864.41016,16850.15039,16858.58984,57.39527646707336,0,0,1.0,1.0,0.993546266678044,1,0,0,0,91.44954805560045,87.09485468170715,1,0,0,0,16834.798611111113,1,0
61,2022-12-26 11:30:00,16858.9707,16868.30078,16856.63086,16858.42969,57.324261953946746,0,0,0.995963196500572,0.998654398833524,0.9963245996168634,1,0,0,0,86.28271114857527,88.30885936608668,1,0,1,0,16838.317491111113,1,0
62,2022-12-26 11:00:00,16844.84961,16866.78906,16843.06055,16862.35938,58.6753877358903,0,0,1.0,0.998654398833524,0.9991029325556827,1,0,1,0,91.7435764457779,89.82527854998455,1,0,0,1,16844.483073333333,1,0
63,2022-12-26 10:30:00,16843.60938,16861.5,16843.60938,16846.13086,51.43329042143036,0,0,0.6162492895725785,0.8707374953577168,0.956015431008255,0,0,0,0,69.1917309584894,82.40600618428087,1,0,1,0,16847.95659777778,0,1
64,2022-12-26 10:00:00,16830.84961,16846.53906,16828.08008,16844.7207,50.846018149560216,0,0,0.5851303827478228,0.7337932241068005,0.8677283727660138,0,0,0,0,67.23211230981774,76.0558065713617,1,0,0,0,16849.51779555556,0,1
65,2022-12-26 09:30:00,16844.28906,16849.94922,16837.07031,16837.07031,47.666177341755414,0,0,0.41663414249366976,0.539337938271357,0.7146228859119582,0,0,0,0,56.600803157932795,64.34154880874665,1,0,0,0,16849.421224444446,0,1
66,2022-12-26 09:00:00,16837.93945,16845.88086,16830.83984,16844.08008,50.7079726638843,0,0,0.5778155054547962,0.526526676898763,0.5998859464256402,0,0,0,0,66.34187935843892,63.39159827539649,1,0,0,1,16850.206814444446,0,1
67,2022-12-26 08:30:00,16835.53906,16840.75,16831.80078,16837.66016,47.95865420386723,0,0,0.3242022857696015,0.4395506445726891,0.5018050865809364,0,0,0,0,48.61616954710804,57.18628402115993,1,0,1,0,16849.265625555556,0,1
68,2022-12-26 08:00:00,16842.4707,16846.58008,16822.69922,16836.19922,47.32977006377291,0,0,0.0,0.3006725970747992,0.4222499728487505,0,1,0,0,29.60425038090621,48.1874330954844,1,0,0,0,16847.248915555552,0,1
69,2022-12-26 07:30:00,16850.66992,16852.34961,16838.41016,16841.5293,49.9104650895375,0,0,0.22746183595687539,0.18388804057549227,0.30803709407432694,0,0,0,0,41.292622445369354,39.83768079112787,1,0,0,1,16845.3533,0,1
70,2022-12-26 07:00:00,16853.19922,16853.43945,16838.61914,16852.34961,54.75682037114868,0,0,0.6546184193768699,0.2940267517779151,0.2595291298094023,0,0,0,1,65.02056070011794,45.3058111754645,1,0,0,0,16844.677735555553,1,0
71,2022-12-26 06:30:00,16864.21094,16865.33984,16848.51953,16850.56055,53.829439795120784,0,0,0.5728793195033572,0.4849865249457008,0.3209671057663695,0,0,0,0,61.0973177233367,55.803500289607996,1,0,0,0,16843.366754444443,1,0
72,2022-12-26 06:00:00,16852.51953,16866.36914,16850.41016,16863.28906,59.132593310185584,0,0,1.0,0.7424992462934089,0.5071708410056751,1,0,0,0,89.00976194673618,71.70921345673027,1,0,0,0,16845.27322111111,1,0
73,2022-12-26 05:30:00,16863.83008,16869.06055,16851.98047,16853.33008,53.91466682146985,0,0,0.557908613915602,0.7102626444729864,0.6459161385706987,0,0,0,0,66.06984743535465,72.05897570180917,1,0,1,0,16846.22981888889,1,0
74,2022-12-26 05:00:00,16875.08984,16884.84961,16860.07031,16862.56055,57.64517155906554,0,0,0.8739774611492103,0.8106286916882707,0.7544635274848887,1,0,0,0,64.13689439438451,73.07216792549178,1,0,0,0,16849.062067777777,1,0
75,2022-12-26 04:30:00,16874.11914,16878.57031,16867.36914,16875.66016,62.308227826396596,0,0,1.0,0.8106286916882707,0.7771733426165094,1,0,0,0,85.21417162466511,71.80697115146809,1,0,0,1,16852.570965555555,1,0
76,2022-12-26 04:00:00,16894.10938,16912.99023,16870.26953,16873.65039,61.19506975513126,0,0,0.9256827312326477,0.933220064127286,0.8514924825012758,1,0,0,0,56.4299480092202,68.59367134275661,1,0,1,0,16856.56988,1,0
77,2022-12-26 03:30:00,16883.07031,16895.36914,16879.01953,16893.39062,67.3626745241611,0,0,1.0,0.9752275770775491,0.9063587776310355,1,0,0,0,78.29284443711401,73.31232135699977,1,0,0,1,16862.92448,1,0
78,2022-12-26 03:00:00,16888.83984,16892.7207,16874.74023,16882.33008,61.46765708923852,0,0,0.7057332626639831,0.8771386646322101,0.9285287686123485,0,0,1,0,66.04296485331217,66.92191909988213,1,0,1,0,16867.457899999998,1,0
79,2022-12-26 02:30:00,16885.85938,16894.66016,16867.69922,16886.19922,62.69743658172022,0,0,0.7671212403740243,0.8242848343460024,0.8922170253519206,0,0,0,0,70.32815337872444,71.5546542230502,1,0,0,0,16871.21896777778,1,0
80,2022-12-26 02:00:00,16846.42969,16882.89062,16845.91016,16878.73047,58.79647830045288,0,0,0.5723936965482727,0.6817493998620933,0.794390966280102,0,0,0,0,62.056288881915805,66.14246903798414,1,0,0,0,16874.34895888889,1,0
81,2022-12-26 01:30:00,16830.46094,16854.33984,16830.46094,16845.11914,45.17456868637742,0,0,0.0,0.44650497897409896,0.6508464043940649,0,1,0,0,24.83073342517718,52.405058561939136,1,0,0,0,16872.33007888889,0,1
82,2022-12-26 01:00:00,16827.55078,16837.58008,16824.2207,16830.67969,40.80126219151498,0,0,0.0,0.19079789884942414,0.4396840925618722,0,1,0,0,7.2761340518524085,31.38771878631513,1,0,0,0,16869.813368888885,0,1
83,2022-12-26 00:30:00,16822.48047,16834.0,16822.48047,16829.48047,40.451012155779374,0,0,0.0,0.0,0.2124342926078411,0,1,0,0,7.733972557213649,13.280280011414412,1,0,0,0,16866.137804444443,0,1
84,2022-12-26 00:00:00,16830.33008,16834.73047,16820.09961,16823.30078,38.611616792453496,0,0,0.0,0.0,0.06359929961647479,0,1,0,0,3.4461714218296025,6.15209267696522,1,0,0,0,16860.32009555555,0,1
85,2022-12-25 23:30:00,16813.11914,16833.30078,16810.39062,16830.33008,41.85068695547831,0,0,0.11265916521229971,0.0375530550707665,0.012517685023588907,0,1,0,1,19.434245412824865,10.204796463956038,1,0,0,1,16855.506727777778,0,1
86,2022-12-25 23:00:00,16815.25977,16835.16016,16812.60938,16814.69922,37.15588527604115,0,0,0.0,0.0375530550707665,0.02503537004717774,0,1,0,0,4.199431167428657,9.026616000694375,1,0,1,0,16846.76323888889,0,1
87,2022-12-25 22:30:00,16823.81055,16826.32031,16806.7793,16816.08984,37.82414716260746,0,0,0.022122903598829367,0.044927356270376285,0.0400111554706365,0,1,0,0,8.76608462048315,10.79992040024556,1,0,0,0,16839.403212222223,0,1
88,2022-12-25 22:00:00,16823.65039,16841.2207,16815.50977,16826.66016,42.80289862747053,0,0,0.1869451700094492,0.06968935786942612,0.05072325640352304,0,1,0,0,18.7182806891917,10.561265492367836,1,0,0,1,16832.78776111111,0,1
89,2022-12-25 21:30:00,16800.38086,16841.38086,16794.2207,16823.66016,41.78033942134164,0,0,0.15309320389250947,0.12072042583359595,0.07844571332446619,0,1,0,0,24.787047654392786,17.423804321355878,1,0,0,0,16826.668837777775,0,1
90,2022-12-25 21:00:00,16766.0293,16810.67969,16764.94922,16799.4707,34.60224507516715,0,0,0.0,0.11334612463398615,0.10125196944566948,0,1,0,0,26.469484109484956,23.32493748435648,1,0,0,0,16821.596788888888,0,1
91,2022-12-25 20:30:00,16771.41016,16771.55078,16756.11914,16765.25,27.424037779981035,0,0,0.0,0.05103106796416975,0.0950325394772507,0,1,1,0,6.590726703182265,19.28241948902,1,0,1,0,16814.326823333333,0,1
92,2022-12-25 20:00:00,16791.34961,16792.08984,16770.09961,16771.65039,30.33494867728662,0,0,0.08252425329543404,0.027508084431811273,0.06396175900998914,0,1,0,0,11.21057864306177,14.756929818576332,1,0,0,0,16807.901258888887,0,1
93,2022-12-25 19:30:00,16746.21094,16792.66016,16737.68945,16792.43945,38.90623663841235,0,0,0.3659963543779355,0.14950686922445644,0.0760153405401459,0,0,0,1,37.706307738430255,18.50253769489143,1,0,0,1,16804.472222222223,0,1
94,2022-12-25 19:00:00,16776.81055,16778.25977,16732.80078,16745.88086,30.00303888917857,0,0,0.14529149143748676,0.19793736637028536,0.12498410667551778,0,1,0,0,10.76203814641961,19.892974842637212,1,0,1,0,16795.088975555554,0,1
95,2022-12-25 18:30:00,16794.33984,16798.23047,16775.66992,16780.21094,40.76654035303603,0,0,0.8675871838214254,0.45962500987894916,0.26902308182456375,1,0,0,0,43.66377331827309,30.710706401040984,1,0,0,1,16791.256944444445,0,1
96,2022-12-25 18:00:00,16798.89062,16800.15039,16786.40039,16794.16992,44.50338010276617,0,0,1.0,0.6709595584196374,0.4428406448896241,1,0,0,0,56.51970416673024,36.98183854380765,1,0,0,0,16788.821397777778,1,0
97,2022-12-25 17:30:00,16807.43945,16810.26953,16796.28906,16799.24023,45.839920768516755,0,0,1.0,0.9558623946071417,0.6954823209685762,1,0,0,0,61.18935443775525,53.790943974252855,1,0,0,0,16785.77473888889,1,0
98,2022-12-25 17:00:00,16814.41992,16816.84961,16796.2207,16807.32031,47.98959053532285,0,0,1.0,1.0,0.8756073176755931,1,0,0,0,68.63094040822031,62.113333004235265,1,0,0,0,16783.9592,1,0
99,2022-12-25 16:30:00,16799.36914,16816.67969,16793.89062,16813.4707,49.62847827677261,0,0,1.0,1.0,0.9852874648690474,1,0,0,0,74.29532194118892,68.03853892905482,1,0,0,0,16785.51475555556,1,0
100,2022-12-25 16:00:00,16798.23047,16803.5,16771.78906,16798.94922,45.94710389914746,0,0,0.8342054879447607,0.9447351626482535,0.9815783875494178,1,0,1,0,60.92134026793623,67.94920087244849,1,0,1,0,16789.259113333334,1,0
101,2022-12-25 15:30:00,16816.68945,16830.76953,16787.58008,16798.25,45.77104519517691,0,0,0.8262765016685253,0.8868273298710952,0.9438541641731163,1,0,0,0,60.277373160895415,65.16467845667351,1,0,0,0,16792.214625555556,1,0
102,2022-12-25 15:00:00,16811.57031,16851.32031,16808.34961,16819.26953,51.755701279032664,0,0,1.0,0.8868273298710952,0.9061299407968147,1,0,0,0,72.95738516681735,64.71869953188299,1,0,0,1,16795.195745555557,1,0
103,2022-12-25 14:30:00,16807.33008,16816.94922,16738.43945,16812.09961,49.73927027683922,0,0,0.9171272855112419,0.9144679290599224,0.8960408629340377,1,0,0,1,66.90781679610207,66.71419170793827,1,0,0,0,16802.553384444444,1,0
104,2022-12-25 14:00:00,16811.05078,16812.82031,16804.59961,16807.19922,48.35268438663933,0,0,0.8601403930920724,0.9257558928677714,0.9090170505995965,1,0,0,0,62.77314802041369,67.54611666111103,1,0,1,0,16805.55208222222,1,0
105,2022-12-25 13:30:00,16816.90039,16818.09961,16801.41992,16810.96094,49.516115401107044,0,0,0.8970431371669607,0.8914369385900915,0.9105535868392618,1,0,1,0,65.94707218295662,65.20934566649079,1,0,0,1,16807.41775111111,1,0
106,2022-12-25 13:00:00,16817.05078,16822.26953,16816.93945,16816.93945,51.39027771293674,0,0,0.9832009728488974,0.9134615010359767,0.91021811083128,1,0,0,1,70.99139694529826,66.57053904955619,1,0,0,0,16809.384331111112,1,0
107,2022-12-25 12:30:00,16817.58008,16825.0,16817.05078,16817.86914,51.69061951764434,0,0,0.9970081013430946,0.9590840704529842,0.9213275033596843,1,0,0,0,71.77581618826795,69.57142843884094,1,0,0,0,16810.55642333333,1,0
108,2022-12-25 12:00:00,16824.71094,16824.71094,16815.41992,16818.83008,52.020601510139336,0,0,1.0,0.9934030247306639,0.955316198739875,1,0,0,0,71.21723735981445,71.32815016446021,1,0,1,0,16811.15191,1,0
109,2022-12-25 11:30:00,16823.78906,16826.65039,16822.67969,16826.0293,54.52665059683922,0,0,1.0,0.999002700447698,0.9838299318771154,1,0,0,0,77.59495276701348,73.52933543836528,1,0,0,1,16814.16080777778,1,0
110,2022-12-25 11:00:00,16824.38086,16825.85938,16817.5293,16823.78906,53.58865369000374,0,0,0.8928689834905768,0.9642896611635255,0.9855651287806292,1,0,1,0,75.61034705086352,74.80751239256381,1,0,0,0,16816.998481111114,1,0
111,2022-12-25 10:30:00,16824.63086,16829.17969,16819.78906,16825.13086,54.09798718631085,0,0,0.9510412597572087,0.9479700810825951,0.9704208142312729,1,0,0,0,76.79903395491617,76.66811125759772,1,0,0,0,16817.64974,1,0
112,2022-12-25 10:00:00,16832.66016,16833.34961,16821.28906,16824.75,53.917116997200246,0,0,0.9303836146472237,0.9247646192983363,0.9456747871814857,1,0,0,0,76.46163397408583,76.29033832662184,1,0,0,0,16819.055338888887,1,0
113,2022-12-25 09:30:00,16828.33008,16835.75,16826.10938,16831.31055,56.6083518723097,0,0,1.0,0.9604749581348108,0.9444032195052475,1,0,0,1,82.27355815680242,78.51140869526813,1,0,0,0,16821.734375555556,1,0
114,2022-12-25 09:00:00,16829.60938,16832.44922,16827.7793,16828.73047,55.24201104044977,0,0,0.8739224723848619,0.9347686956773619,0.9400027577035032,1,0,1,0,79.98789165851407,79.5743612631341,1,0,0,0,16823.708767777778,1,0
