datetime,open,high,low,close
2022-12-25 11:30:00,16823.78906,16826.65039,16822.67969,16826.0293
2022-12-25 11:00:00,16824.38086,16825.85938,16817.5293,16823.78906
2022-12-25 10:30:00,16824.63086,16829.17969,16819.78906,16825.13086
2022-12-25 10:00:00,16832.66016,16833.34961,16821.28906,16824.75
2022-12-25 09:30:00,16828.33008,16835.75,16826.10938,16831.31055
2022-12-25 09:00:00,16829.60938,16832.44922,16827.7793,16828.73047
2022-12-25 08:30:00,16829.65039,16834.0293,16827.94922,16830.32031
2022-12-25 08:00:00,16824.80078,16830.68945,16823.83008,16829.5
2022-12-25 07:30:00,16823.9707,16831.16992,16821.76953,16825.73047
2022-12-25 07:00:00,16830.25977,16830.28906,16819.64062,16825.44922
2022-12-25 06:30:00,16822.33008,16831.18945,16819.5293,16828.42969
2022-12-25 06:00:00,16830.80078,16831.25,16818.08984,16819.08008
2022-12-25 05:30:00,16820.11914,16831.25,16816.35938,16829.16992
2022-12-25 05:00:00,16825.33008,16834.80078,16808.56055,16820.9707
2022-12-25 04:30:00,16828.88086,16829.81055,16815.68945,16824.4707
2022-12-25 04:00:00,16832.5293,16833.18945,16827.25977,16827.25977
2022-12-25 03:30:00,16837.14062,16837.14062,16828.86914,16833.23047
2022-12-25 03:00:00,16826.5293,16837.67969,16825.38086,16835.00977
2022-12-25 02:30:00,16831.65039,16833.11914,16824.7793,16828.42969
2022-12-25 02:00:00,16845.63086,16845.88086,16828.67969,16829.65039
2022-12-25 01:30:00,16848.99023,16849.91992,16840.63086,16845.46094
2022-12-25 01:00:00,16840.09961,16849.32031,16839.69922,16849.24023
2022-12-25 00:30:00,16836.42969,16845.42969,16836.30078,16840.43945
2022-12-25 00:00:00,16838.39062,16841.33008,16832.23047,16836.33984
2022-12-24 23:30:00,16828.82031,16848.91016,16823.14062,16838.39062
2022-12-24 23:00:00,16825.68945,16847.50977,16815.61914,16830.16016
2022-12-24 22:30:00,16820.10938,16837.74023,16820.10938,16824.91992
2022-12-24 22:00:00,16825.7207,16833.96094,16817.33984,16820.59961
2022-12-24 21:30:00,16842.89062,16850.4707,16824.76953,16827.89062
2022-12-24 21:00:00,16842.0,16851.96094,16838.9707,16842.7793
2022-12-24 20:30:00,16840.92969,16845.39062,16838.05078,16842.2793
2022-12-24 20:00:00,16842.64062,16844.99023,16835.71094,16841.2793
2022-12-24 19:30:00,16842.5,16850.5293,16841.08008,16843.09961
2022-12-24 19:00:00,16841.69922,16854.80078,16832.76953,16841.08008
2022-12-24 18:30:00,16835.84961,16843.44922,16833.34961,16843.35938
2022-12-24 18:00:00,16842.48047,16847.30078,16830.23047,16835.84961
2022-12-24 17:30:00,16833.44922,16843.73047,16832.18945,16840.55078
2022-12-24 17:00:00,16837.94922,16843.42969,16833.13086,16833.80078
2022-12-24 16:30:00,16832.96094,16838.93945,16832.59961,16838.19922
2022-12-24 16:00:00,16837.80078,16839.76953,16822.42969,16832.78906
2022-12-24 15:30:00,16837.43945,16839.99023,16832.38086,16837.88086
2022-12-24 15:00:00,16832.64062,16837.5,16830.14062,16837.38086
2022-12-24 14:30:00,16819.7793,16837.76953,16819.7793,16832.0293
2022-12-24 14:00:00,16816.03906,16825.14062,16815.49023,16820.68945
2022-12-24 13:30:00,16828.17969,16828.17969,16815.58984,16817.73047
2022-12-24 13:00:00,16821.5,16827.88086,16819.28906,16825.26953
2022-12-24 12:30:00,16819.28906,16825.50977,16817.34961,16821.60938
2022-12-24 12:00:00,16825.11914,16828.26953,16819.30078,16819.66992
2022-12-24 11:30:00,16828.98047,16833.43945,16819.7793,16825.11914
2022-12-24 11:00:00,16825.15039,16833.80078,16820.60938,16828.69922
2022-12-24 10:30:00,16830.07031,16830.75,16824.85938,16825.61914
2022-12-24 10:00:00,16834.60938,16835.35938,16827.01953,16829.90039
2022-12-24 09:30:00,16838.7207,16839.01953,16827.07031,16834.58008
2022-12-24 09:00:00,16836.91016,16847.60938,16822.07031,16838.38086
2022-12-24 08:30:00,16836.2207,16839.0,16827.90039,16837.01953
2022-12-24 08:00:00,16847.15039,16850.42969,16833.51953,16836.06055
2022-12-24 07:30:00,16843.07031,16850.42969,16833.76953,16847.41016
2022-12-24 07:00:00,16818.33984,16853.35938,16808.82031,16849.91992
2022-12-24 06:30:00,16818.26953,16822.86914,16811.17969,16818.39062
2022-12-24 06:00:00,16823.25,16824.17969,16808.03906,16818.36914
2022-12-24 05:30:00,16809.43945,16823.96094,16808.82031,16822.53906
2022-12-24 05:00:00,16829.81055,16829.81055,16806.65039,16810.25
2022-12-24 04:30:00,16846.46094,16846.84961,16825.58008,16829.82031
2022-12-24 04:00:00,16844.92969,16849.09961,16831.99023,16846.84961
2022-12-24 03:30:00,16837.23047,16847.73047,16837.23047,16845.18945
2022-12-24 03:00:00,16830.11914,16842.25,16827.84961,16837.36914
2022-12-24 02:30:00,16822.98047,16830.40039,16812.67969,16829.58008
2022-12-24 02:00:00,16817.13086,16829.66992,16804.85938,16822.30078
2022-12-24 01:30:00,16808.93945,16827.38086,16806.49023,16816.06055
2022-12-24 01:00:00,16806.46094,16815.05078,16798.35938,16811.86914
2022-12-24 00:30:00,16810.63086,16813.83984,16799.5,16805.91992
2022-12-24 00:00:00,16779.2207,16811.4707,16776.76953,16809.78906
2022-12-23 23:30:00,16789.56055,16793.24023,16772.33984,16779.43945
2022-12-23 23:00:00,16781.55078,16790.56055,16774.65039,16787.44922
2022-12-23 22:30:00,16780.66016,16792.0293,16768.2793,16782.9707
2022-12-23 22:00:00,16810.32031,16811.25977,16760.33008,16792.2793
2022-12-23 21:30:00,16795.75977,16816.19922,16794.75,16814.11914
2022-12-23 21:00:00,16800.43945,16808.16016,16788.13086,16794.16992
2022-12-23 20:30:00,16825.36914,16827.99023,16794.11914,16800.39062
2022-12-23 20:00:00,16844.01953,16847.17969,16818.83984,16828.30078
2022-12-23 19:30:00,16854.08984,16857.21094,16843.08008,16843.71094
2022-12-23 19:00:00,16833.86914,16852.63086,16832.36914,16850.76953
2022-12-23 18:30:00,16843.65039,16847.11914,16824.08984,16836.58008
2022-12-23 18:00:00,16842.48047,16854.7207,16831.44922,16838.14062
2022-12-23 17:30:00,16837.83008,16853.80078,16830.38086,16839.5293
2022-12-23 17:00:00,16827.01953,16851.21094,16823.35938,16846.90039
2022-12-23 16:30:00,16828.40039,16845.58008,16819.82031,16827.7793
2022-12-23 16:00:00,16830.7207,16843.81055,16817.90039,16825.44922
2022-12-23 15:30:00,16836.73047,16888.41992,16827.31055,16832.36914
2022-12-23 15:00:00,16795.46094,16845.78906,16781.2207,16835.07031
2022-12-23 14:30:00,16795.33008,16831.19922,16763.80078,16793.92969
2022-12-23 14:00:00,16846.38086,16852.69922,16788.73047,16799.16992
2022-12-23 13:30:00,16863.61914,16943.28906,16784.31055,16844.23047
2022-12-23 13:00:00,16868.89062,16881.91016,16858.90039,16861.33984
2022-12-23 12:30:00,16861.91992,16872.09961,16851.31055,16868.10938
2022-12-23 12:00:00,16844.5,16862.4707,16838.92969,16860.26953
2022-12-23 11:30:00,16850.74023,16856.63086,16842.25977,16842.81055
2022-12-23 11:00:00,16857.06055,16858.75977,16840.53906,16850.74023
2022-12-23 10:30:00,16860.0,16888.16992,16849.35938,16858.0293
2022-12-23 10:00:00,16838.0,16870.7793,16832.07031,16860.57031
2022-12-23 09:30:00,16825.98047,16844.08984,16822.49023,16837.07031
2022-12-23 09:00:00,16834.5293,16840.92969,16817.44922,16824.66016
2022-12-23 08:30:00,16830.50977,16843.58984,16826.34961,16831.16016
2022-12-23 08:00:00,16850.21094,16857.49023,16813.5293,16831.42969
2022-12-23 07:30:00,16851.35938,16852.7793,16838.59961,16851.14062
2022-12-23 07:00:00,16842.66016,16853.2793,16833.40039,16851.41992
2022-12-23 06:30:00,16813.13086,16849.66992,16812.99023,16842.88086
2022-12-23 06:00:00,16819.5293,16830.19922,16807.10938,16809.66016
2022-12-23 05:30:00,16826.76953,16833.25,16818.03906,16819.85938
2022-12-23 05:00:00,16837.17969,16844.40039,16821.49023,16827.16992
2022-12-23 04:30:00,16820.75,16838.08984,16816.86914,16838.08984
2022-12-23 04:00:00,16832.06055,16832.06055,16809.75977,16824.01953
2022-12-23 03:30:00,16843.76953,16849.41016,16822.93945,16831.41016
2022-12-23 03:00:00,16841.67969,16882.82031,16841.67969,16849.34961
2022-12-23 02:30:00,16797.33008,16857.55078,16789.35938,16849.71094
2022-12-23 02:00:00,16790.05078,16797.31055,16776.05078,16794.08008
2022-12-23 01:30:00,16799.25977,16803.00977,16788.10938,16789.41992
2022-12-23 01:00:00,16777.91016,16799.25977,16769.75977,16794.81055
2022-12-23 00:30:00,16794.0,16801.78906,16771.53906,16776.80078
2022-12-23 00:00:00,16814.71094,16821.2207,16785.35938,16798.73047
2022-12-22 23:30:00,16800.99023,16824.42969,16796.9707,16815.11914
2022-12-22 23:00:00,16795.19922,16821.83008,16794.66992,16802.83984
2022-12-22 22:30:00,16799.23047,16809.5,16777.96094,16798.57031
2022-12-22 22:00:00,16792.36914,16837.84961,16788.41016,16801.09961
2022-12-22 21:30:00,16807.81055,16821.50977,16785.60938,16793.66016
2022-12-22 21:00:00,16779.18945,16809.64062,16770.69922,16802.23047
2022-12-22 20:30:00,16788.03906,16806.58008,16745.41016,16781.16016
2022-12-22 20:00:00,16658.50977,16830.26953,16646.0293,16785.71094
2022-12-22 19:30:00,16645.98047,16658.58984,16635.58008,16654.63086
2022-12-22 19:00:00,16609.89062,16651.5,16609.89062,16647.82031
2022-12-22 18:30:00,16597.2793,16620.41992,16580.0,16607.78906
2022-12-22 18:00:00,16588.88086,16611.4707,16565.99023,16598.01953
2022-12-22 17:30:00,16613.66992,16626.67969,16568.65039,16581.75977
2022-12-22 17:00:00,16647.01953,16663.25977,16613.66992,16614.2207
2022-12-22 16:30:00,16646.91016,16667.5,16641.7207,16647.7207
2022-12-22 16:00:00,16629.43945,16657.78906,16620.00977,16645.56055
2022-12-22 15:30:00,16683.4707,16683.9707,16616.39062,16628.39062
2022-12-22 15:00:00,16667.25,16708.81055,16636.11914,16684.55078
2022-12-22 14:30:00,16766.40039,16766.40039,16647.50977,16670.25
2022-12-22 14:00:00,16780.5,16791.06055,16755.99023,16762.83008
2022-12-22 13:30:00,16806.65039,16808.76953,16767.81055,16782.2207
2022-12-22 13:00:00,16815.41992,16822.75977,16795.14062,16806.31055
2022-12-22 12:30:00,16823.86914,16825.07031,16813.5293,16815.84961
2022-12-22 12:00:00,16833.9707,16844.09961,16822.26953,16824.17969
2022-12-22 11:30:00,16819.4707,16845.03906,16817.28906,16831.5293
2022-12-22 11:00:00,16825.46094,16832.44922,16814.41992,16817.28906
2022-12-22 10:30:00,16843.08008,16843.08008,16822.14062,16824.43945
2022-12-22 10:00:00,16847.16992,16860.43945,16831.75,16840.65039
2022-12-22 09:30:00,16838.75,16864.44922,16835.61914,16848.33984
2022-12-22 09:00:00,16837.73047,16845.7207,16823.66016,16838.24023
2022-12-22 08:30:00,16838.14062,16854.41016,16821.36914,16838.4707
2022-12-22 08:00:00,16828.84961,16840.94922,16803.46094,16835.89062
2022-12-22 07:30:00,16811.49023,16831.14062,16797.67969,16829.83008
2022-12-22 07:00:00,16805.99023,16819.17969,16790.5,16812.35938
2022-12-22 06:30:00,16799.23047,16814.55078,16799.17969,16806.49023
2022-12-22 06:00:00,16824.89062,16827.25,16802.41016,16807.58008
2022-12-22 05:30:00,16829.33008,16836.63086,16819.75977,16825.55078
2022-12-22 05:00:00,16836.35938,16839.58984,16818.00977,16835.13086
2022-12-22 04:30:00,16852.31055,16855.13086,16835.2793,16835.2793
2022-12-22 04:00:00,16855.82031,16859.2793,16834.0293,16853.2207
2022-12-22 03:30:00,16847.93945,16858.74023,16834.99023,16854.09961
2022-12-22 03:00:00,16849.86914,16858.83984,16845.0,16846.73047
2022-12-22 02:30:00,16835.07031,16850.85938,16824.86914,16848.90039
2022-12-22 02:00:00,16817.66016,16837.7207,16812.2207,16835.56055
2022-12-22 01:30:00,16836.40039,16842.28906,16814.66992,16817.33008
2022-12-22 01:00:00,16849.16992,16857.33008,16828.59961,16834.66016
2022-12-22 00:30:00,16831.78906,16853.0293,16816.43945,16849.16992
2022-12-22 00:00:00,16819.39062,16832.2207,16808.73047,16831.23047
2022-12-21 23:30:00,16779.41016,16819.91016,16779.41016,16819.39062
2022-12-21 23:00:00,16767.71094,16814.94922,16752.9707,16782.41016
2022-12-21 22:30:00,16766.41992,16779.01953,16757.80078,16769.99023
2022-12-21 22:00:00,16790.2793,16795.46094,16764.30078,16764.30078
2022-12-21 21:30:00,16793.39062,16795.53906,16755.35938,16788.5
2022-12-21 21:00:00,16781.64062,16798.41016,16774.78906,16792.98047
2022-12-21 20:30:00,16757.01953,16779.92969,16753.57031,16776.51953
2022-12-21 20:00:00,16750.83984,16766.51953,16736.2207,16758.35938
2022-12-21 19:30:00,16778.57031,16793.41016,16733.91016,16746.99023
2022-12-21 19:00:00,16792.08008,16805.99023,16777.67969,16779.03906
2022-12-21 18:30:00,16805.94922,16808.96094,16776.91992,16788.35938
2022-12-21 18:00:00,16815.06055,16832.50977,16796.90039,16807.00977
2022-12-21 17:30:00,16803.2207,16818.05078,16797.30078,16813.58008
2022-12-21 17:00:00,16792.2207,16808.86914,16778.42969,16802.69922
2022-12-21 16:30:00,16828.39062,16833.53906,16788.63086,16788.63086
2022-12-21 16:00:00,16860.05078,16865.44922,16821.91016,16830.06055
2022-12-21 15:30:00,16829.34961,16868.56055,16823.31055,16855.99023
2022-12-21 15:00:00,16771.5,16841.64062,16771.5,16828.80078
2022-12-21 14:30:00,16858.93945,16911.61914,16755.16016,16791.0293
2022-12-21 14:00:00,16841.42969,16865.51953,16841.42969,16865.51953
2022-12-21 13:30:00,16831.99023,16850.4707,16823.13086,16842.42969
2022-12-21 13:00:00,16840.5,16853.5293,16821.88086,16834.67969
2022-12-21 12:30:00,16845.90039,16866.49023,16838.41016,16839.30078
2022-12-21 12:00:00,16885.17969,16885.74023,16837.32031,16846.05078
2022-12-21 11:30:00,16862.16992,16889.80078,16856.19922,16888.78906
2022-12-21 11:00:00,16864.74023,16869.91992,16856.59961,16865.93945
2022-12-21 10:30:00,16882.85938,16882.85938,16855.66016,16876.39062
2022-12-21 10:00:00,16873.5,16883.2793,16862.58984,16883.2793
2022-12-21 09:30:00,16859.16992,16884.48047,16850.07031,16873.80078
2022-12-21 09:00:00,16871.08984,16880.90039,16856.68945,16859.0293
2022-12-21 08:30:00,16812.13086,16889.78906,16803.35938,16863.75977
2022-12-21 08:00:00,16821.33984,16823.25977,16800.91992,16810.41016
2022-12-21 07:30:00,16835.05078,16837.57031,16818.9707,16823.25
2022-12-21 07:00:00,16837.82031,16849.61914,16828.91016,16834.26953
2022-12-21 06:30:00,16840.08984,16855.86914,16834.17969,16838.78906
2022-12-21 06:00:00,16833.56055,16850.32031,16820.2793,16847.49023
2022-12-21 05:30:00,16815.39062,16845.88086,16815.39062,16833.01953
2022-12-21 05:00:00,16800.76953,16821.7207,16783.84961,16817.66016
2022-12-21 04:30:00,16801.64062,16821.17969,16795.42969,16802.60938
2022-12-21 04:00:00,16839.71094,16839.71094,16792.23047,16802.81055
2022-12-21 03:30:00,16819.14062,16842.14062,16809.2207,16839.83984
2022-12-21 03:00:00,16852.0293,16853.0293,16807.16016,16821.23047
2022-12-21 02:30:00,16865.98047,16869.01953,16844.33008,16851.9707
2022-12-21 02:00:00,16867.33984,16877.28906,16844.33008,16869.01953
2022-12-21 01:30:00,16848.23047,16875.64062,16839.08984,16869.88086
2022-12-21 01:00:00,16842.92969,16874.91016,16832.49023,16847.25977
2022-12-21 00:30:00,16888.40039,16908.10938,16819.83008,16844.08984
2022-12-21 00:00:00,16902.0,16924.18945,16851.74023,16888.66016
2022-12-20 23:30:00,16913.86914,16925.07031,16891.65039,16902.0
2022-12-20 23:00:00,16870.82031,16917.51953,16870.38086,16917.51953
2022-12-20 22:30:00,16879.18945,16905.11914,16865.38086,16870.15039
2022-12-20 22:00:00,16880.33008,16907.41016,16859.63086,16878.9707
2022-12-20 21:30:00,16855.81055,16892.0293,16854.44922,16881.55078
2022-12-20 21:00:00,16860.81055,16879.74023,16839.36914,16854.68945
2022-12-20 20:30:00,16917.7207,16924.88086,16845.08008,16856.89062
2022-12-20 20:00:00,16893.66016,16924.88086,16876.40039,16917.41016
2022-12-20 19:30:00,16872.75,16901.30078,16868.75977,16895.25
2022-12-20 19:00:00,16836.73047,16875.00977,16833.53906,16873.53906
2022-12-20 18:30:00,16811.07031,16865.41992,16808.55078,16839.07031
2022-12-20 18:00:00,16815.44922,16821.85938,16775.76953,16811.5
2022-12-20 17:30:00,16818.55078,16825.86914,16794.69922,16814.2793
2022-12-20 17:00:00,16853.0293,16856.23047,16788.83984,16817.16992
2022-12-20 16:30:00,16805.74023,16853.0293,16783.17969,16841.07031
2022-12-20 16:00:00,16929.84961,16935.84961,16805.5,16805.5
2022-12-20 15:30:00,16988.34961,17031.81055,16924.67969,16924.67969
2022-12-20 15:00:00,16938.75,16998.11914,16898.42969,16983.71094
2022-12-20 14:30:00,16789.42969,16956.58984,16721.75,16935.4707
2022-12-20 14:00:00,16795.42969,16808.26953,16783.89062,16796.09961
2022-12-20 13:30:00,16813.76953,16823.10938,16784.5,16795.34961
2022-12-20 13:00:00,16824.18945,16829.28906,16805.88086,16812.98047
2022-12-20 12:30:00,16808.86914,16838.46094,16803.98047,16822.7793
2022-12-20 12:00:00,16813.60938,16850.96094,16806.82031,16812.91016
2022-12-20 11:30:00,16816.08008,16823.85938,16807.08984,16812.41992
2022-12-20 11:00:00,16780.08984,16832.0293,16769.66992,16823.25977
2022-12-20 10:30:00,16801.19922,16813.46094,16772.07031,16781.50977
2022-12-20 10:00:00,16809.57031,16826.9707,16789.83008,16802.59961
2022-12-20 09:30:00,16829.31055,16846.91992,16803.86914,16810.67969
2022-12-20 09:00:00,16824.9707,16838.35938,16814.39062,16828.69922
2022-12-20 08:30:00,16786.41016,16838.03906,16777.13086,16819.4707
2022-12-20 08:00:00,16805.80078,16824.16992,16770.26953,16787.73047
2022-12-20 07:30:00,16806.78906,16816.85938,16785.25977,16805.17969
2022-12-20 07:00:00,16837.46094,16844.7793,16786.75977,16795.73047
2022-12-20 06:30:00,16777.00977,16842.0,16776.14062,16842.0
2022-12-20 06:00:00,16789.44922,16810.55078,16751.17969,16777.00977
2022-12-20 05:30:00,16762.75,16804.71094,16762.0,16788.24023
2022-12-20 05:00:00,16792.19922,16812.05078,16762.36914,16766.64062
2022-12-20 04:30:00,16748.60938,16857.26953,16748.08984,16801.88086
2022-12-20 04:00:00,16722.73047,16750.88086,16691.80078,16750.88086
2022-12-20 03:30:00,16712.60938,16729.9707,16675.73047,16729.9707
2022-12-20 03:00:00,16715.7793,16784.69922,16684.0,16701.5293
2022-12-20 02:30:00,16581.33008,16836.63086,16572.46094,16718.25977
2022-12-20 02:00:00,16579.86914,16588.64062,16550.99023,16574.71094
2022-12-20 01:30:00,16493.25977,16582.0,16487.91992,16579.48047
2022-12-20 01:00:00,16467.28906,16495.86914,16446.75977,16492.73047
2022-12-20 00:30:00,16456.53906,16477.5,16439.58984,16462.91992
2022-12-20 00:00:00,16441.78906,16475.16016,16401.43945,16456.32031
2022-12-19 23:30:00,16429.16992,16451.44922,16414.59961,16441.78906
2022-12-19 23:00:00,16392.74023,16448.92969,16378.66016,16415.26953
2022-12-19 22:30:00,16570.23047,16570.23047,16319.2998,16392.85938
2022-12-19 22:00:00,16584.32031,16603.08984,16569.11914,16569.11914
2022-12-19 21:30:00,16631.09961,16631.09961,16583.39062,16583.55078
2022-12-19 21:00:00,16593.68945,16635.34961,16592.66992,16620.85938
